login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
amitshekhariitbhu,amitshekhariitbhu/amitshekhariitbhu,2022-08-22T09:33:29Z,1,1,,True,True,
amitshekhariitbhu,amitshekhariitbhu/android-blogs,2017-05-29T07:57:01Z,19,19,,True,False,
amitshekhariitbhu,amitshekhariitbhu/Android-Debug-Database,2016-11-16T14:20:24Z,8401,8401,Java,True,True,Apache License 2.0
amitshekhariitbhu,amitshekhariitbhu/android-dev-sources,2017-03-20T14:45:17Z,14,14,,True,True,Apache License 2.0
amitshekhariitbhu,amitshekhariitbhu/android-developer-roadmap,2019-07-28T19:16:36Z,2783,2783,Java,True,True,Apache License 2.0
amitshekhariitbhu,amitshekhariitbhu/Android-HotFix,2016-09-29T18:19:47Z,24,24,Java,True,True,
amitshekhariitbhu,amitshekhariitbhu/android-interview-questions,2017-07-09T18:47:24Z,11359,11359,Java,True,True,Apache License 2.0
amitshekhariitbhu,amitshekhariitbhu/android-mvp-basic-sample,2017-08-24T16:38:38Z,149,149,Java,True,True,Apache License 2.0
amitshekhariitbhu,amitshekhariitbhu/Android-MVP-Sample-Application,2017-01-13T11:04:00Z,260,260,Java,True,True,Apache License 2.0
amitshekhariitbhu,amitshekhariitbhu/android-online-course,2019-07-31T11:28:56Z,22,22,,True,True,
amitshekhariitbhu,amitshekhariitbhu/android-open-project,2016-07-01T02:26:47Z,9,9,,True,True,Apache License 2.0
amitshekhariitbhu,amitshekhariitbhu/Android-Shimmer-Example,2020-03-09T16:06:31Z,61,61,Kotlin,True,True,
amitshekhariitbhu,amitshekhariitbhu/Android-TensorFlow-Lite-Example,2018-03-17T04:07:35Z,752,752,Java,True,True,Apache License 2.0
amitshekhariitbhu,amitshekhariitbhu/AndroidTensorFlowMachineLearningExample,2017-03-06T04:34:38Z,1435,1435,Java,True,True,Apache License 2.0
amitshekhariitbhu,amitshekhariitbhu/AndroidTensorFlowMNISTExample,2017-03-16T15:16:30Z,464,464,Java,True,True,Apache License 2.0
amitshekhariitbhu,amitshekhariitbhu/angular.js,2016-02-14T04:19:35Z,1,1,JavaScript,True,True,MIT License
amitshekhariitbhu,amitshekhariitbhu/AppLock,2015-04-27T16:54:48Z,40,40,Java,True,True,
amitshekhariitbhu,amitshekhariitbhu/awesome,2016-06-16T07:58:47Z,13,13,,True,False,
amitshekhariitbhu,amitshekhariitbhu/awesome-android,2016-06-02T09:03:33Z,17,17,,True,True,Creative Commons Zero v1.0 Universal
amitshekhariitbhu,amitshekhariitbhu/awesome-android-1,2016-06-03T03:32:38Z,62,62,,True,True,Apache License 2.0
amitshekhariitbhu,amitshekhariitbhu/awesome-android-complete-reference,2016-06-15T02:13:26Z,2836,2836,Java,True,True,
amitshekhariitbhu,amitshekhariitbhu/awesome-android-libraries,2016-06-03T09:39:46Z,16,16,,True,True,
amitshekhariitbhu,amitshekhariitbhu/awesome-android-things,2016-12-16T13:42:28Z,962,962,Java,True,True,
amitshekhariitbhu,amitshekhariitbhu/awesome-tensorflow,2017-03-16T03:30:58Z,6,6,,True,True,Creative Commons Zero v1.0 Universal
amitshekhariitbhu,amitshekhariitbhu/best-android-tutorials,2019-08-02T07:15:20Z,156,156,,True,True,
amitshekhariitbhu,amitshekhariitbhu/fantastic-ios-architecture,2017-02-20T05:49:57Z,10,10,,True,True,MIT License
amitshekhariitbhu,amitshekhariitbhu/Fast-Android-Networking,2016-03-21T18:35:44Z,5697,5697,Java,True,True,Apache License 2.0
amitshekhariitbhu,amitshekhariitbhu/FlatBuffer,2016-04-17T07:08:52Z,616,616,Java,True,True,Apache License 2.0
amitshekhariitbhu,amitshekhariitbhu/Floatingview,2016-05-12T13:45:51Z,8,8,Java,True,True,
amitshekhariitbhu,amitshekhariitbhu/fresco,2015-05-19T15:14:58Z,1,1,Java,True,True,Other
shradha-khapra,shradha-khapra/Admin_Form,2018-11-09T09:10:21Z,9,9,PHP,True,True,
shradha-khapra,shradha-khapra/ApnaCollege-Alpha,2022-09-26T07:08:43Z,423,423,Java,True,True,
shradha-khapra,shradha-khapra/ApnaCollege-Java,2021-12-11T12:45:57Z,204,204,Java,True,True,
shradha-khapra,shradha-khapra/Apni-Kaksha-Demo-Tasks,2021-04-17T07:26:17Z,17,17,,True,True,
shradha-khapra,shradha-khapra/BasicProjects,2018-09-07T18:05:33Z,82,82,HTML,True,True,
shradha-khapra,shradha-khapra/GoogleMaps,2018-09-07T17:19:54Z,44,44,JavaScript,True,True,
shradha-khapra,shradha-khapra/HealthPortal,2019-08-16T18:00:09Z,34,34,HTML,True,True,
shradha-khapra,shradha-khapra/in-sps-20-team-93,2020-09-02T16:08:16Z,19,19,,True,True,Apache License 2.0
shradha-khapra,shradha-khapra/JavaScriptSeries,2023-12-06T14:45:39Z,246,246,JavaScript,True,True,
shradha-khapra,shradha-khapra/MachineLearning,2019-11-14T12:18:44Z,78,78,Python,True,True,
shradha-khapra,shradha-khapra/Online-Library-System,2018-07-19T13:24:56Z,26,26,Handlebars,True,True,
shradha-khapra,shradha-khapra/software-product-sprint-2020,2020-07-05T13:50:28Z,22,22,Java,True,True,Apache License 2.0
shradha-khapra,shradha-khapra/TwitterBotDetection,2020-04-12T13:22:54Z,20,20,Jupyter Notebook,True,True,
shradha-khapra,shradha-khapra/Web_Development_Lectures,2018-07-19T13:40:27Z,69,69,HTML,True,True,
loveBabbar,loveBabbar/aws_cicd_pipline_codedeploy,2024-07-20T17:26:42Z,7,7,HTML,True,True,
loveBabbar,loveBabbar/CodeHelp-DSA-Busted-Series,2021-12-08T19:23:15Z,3355,3355,C++,True,True,
loveBabbar,loveBabbar/CodehelpYTWebDev,2023-07-01T21:55:01Z,206,206,HTML,True,True,
loveBabbar,loveBabbar/hello-world,2017-06-22T08:39:13Z,4,4,,True,True,
loveBabbar,loveBabbar/make-a-pull-request,2020-03-28T14:59:13Z,13,13,,True,True,
loveBabbar,loveBabbar/mapfirst,2018-05-31T19:08:42Z,7,7,Java,True,True,
loveBabbar,loveBabbar/Material_Design_Dummy,2018-05-28T18:41:38Z,5,5,Java,True,True,
loveBabbar,loveBabbar/Miwok,2018-05-19T18:08:36Z,8,8,Java,True,True,Other
loveBabbar,loveBabbar/myrepo,2022-12-22T22:38:52Z,7,7,,True,True,
loveBabbar,loveBabbar/PasteApp,2024-10-20T12:07:04Z,1,1,JavaScript,True,True,
loveBabbar,loveBabbar/ProgressTracker,2018-05-31T03:53:39Z,14,14,Java,True,True,
loveBabbar,loveBabbar/SecureMessenger,2018-05-28T11:14:41Z,46,46,Java,True,True,
loveBabbar,loveBabbar/URL-Shortener,2020-03-28T15:15:33Z,56,56,JavaScript,True,True,MIT License
loveBabbar,loveBabbar/YoutubeStats,2018-05-27T22:21:31Z,17,17,Java,True,True,
Nakshatra05,Nakshatra05/Alpha-Challenge,2024-09-16T00:57:29Z,2,2,,True,False,
Nakshatra05,Nakshatra05/Arbitrum-EcoSaver,2024-06-24T21:41:09Z,1,1,JavaScript,True,True,
Nakshatra05,Nakshatra05/E-Commerce-App,2023-09-06T07:15:15Z,18,18,JavaScript,True,True,
Nakshatra05,Nakshatra05/Filmyverse,2023-10-12T13:24:10Z,14,14,JavaScript,True,True,
Nakshatra05,Nakshatra05/Grovers-Algorithm,2024-06-20T17:01:27Z,1,1,Python,True,True,
Nakshatra05,Nakshatra05/Hamster-Kombat,2024-07-02T09:25:37Z,3,3,TypeScript,True,True,
Nakshatra05,Nakshatra05/Intro-to-Web3,2024-09-19T19:07:04Z,13,13,,True,True,
Nakshatra05,Nakshatra05/Nakshatra05,2023-10-02T06:38:02Z,17,17,,True,False,
Nakshatra05,Nakshatra05/Notcoin-Telegram-Mini-App-Clone,2024-09-21T10:23:47Z,1,1,TypeScript,True,True,
Nakshatra05,Nakshatra05/Quantum-Embedding-Kernels,2024-06-20T17:00:26Z,1,1,Python,True,True,
Nakshatra05,Nakshatra05/Quizzify_Stellar,2024-07-09T03:33:24Z,2,2,JavaScript,True,True,
Nakshatra05,Nakshatra05/SecureFi,2023-09-20T11:05:55Z,31,31,Rust,True,True,MIT License
Nakshatra05,Nakshatra05/SorobanChunaav,2024-05-18T12:37:28Z,1,1,JavaScript,True,True,
Nakshatra05,Nakshatra05/StellarLingo,2024-06-29T19:17:18Z,5,5,JavaScript,True,True,
Nakshatra05,Nakshatra05/TONLingo,2024-06-08T11:52:39Z,4,4,TypeScript,True,True,
Nakshatra05,Nakshatra05/TONLingoBOT,2024-07-02T17:41:56Z,1,1,TypeScript,True,True,
Nakshatra05,Nakshatra05/Uniswap-Token-Marketplace,2024-06-23T13:06:05Z,1,1,JavaScript,True,True,
Nakshatra05,Nakshatra05/Web3-Fundraiser,2023-10-12T13:35:43Z,6,6,JavaScript,True,True,
Nakshatra05,Nakshatra05/Web3-PayPal,2023-10-12T18:39:25Z,16,16,JavaScript,True,True,
Nakshatra05,Nakshatra05/Web3-Twitter,2024-06-20T17:13:33Z,1,1,TypeScript,True,True,
Nakshatra05,Nakshatra05/Whizzify,2024-07-14T05:21:45Z,1,1,EJS,True,True,
Nakshatra05,Nakshatra05/Whizzify_Edu_Chain,2024-08-30T17:04:47Z,1,1,EJS,True,True,
Nakshatra05,Nakshatra05/Whizzify_Eth,2024-09-08T14:05:28Z,1,1,EJS,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/AarogyaSetu_Android,2020-05-27T05:17:55Z,11,11,,True,True,Other
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/android-PictureInPicture,2019-07-01T06:40:49Z,10,10,Java,True,True,Apache License 2.0
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/AndroidUIExtentions,2020-02-13T06:23:52Z,9,9,,True,True,MIT License
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/Birthday-Wishing,2020-09-09T18:04:20Z,56,56,Kotlin,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/CircularProgressBar,2020-03-23T18:26:27Z,13,13,Kotlin,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/Collections-Framework,2021-06-11T07:41:15Z,144,144,Java,True,True,Apache License 2.0
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/cs-currency-converter,2024-02-18T15:44:54Z,3,3,JavaScript,True,True,Apache License 2.0
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/Dad-Jokes-Chrome-Extension,2021-09-26T18:33:18Z,41,41,HTML,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/Data_Structures,2017-10-03T12:06:37Z,21,21,Java,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/DS-Algo,2020-02-15T20:36:00Z,510,510,Java,True,True,Apache License 2.0
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/EthereumVoting,2018-12-14T12:55:39Z,53,53,JavaScript,True,True,MIT License
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/ExoPlayer2,2017-06-10T09:09:16Z,21,21,Java,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/Face-Recognition,2018-06-14T19:37:09Z,35,35,Python,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/Firebook,2017-03-15T17:20:56Z,35,35,Java,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/First-Contribution,2021-05-30T21:27:34Z,32,32,,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/GitLearningRepo,2020-01-15T18:12:12Z,10,10,Python,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/Java-DSA,2022-06-01T12:11:14Z,243,243,Java,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/Kaarbizz,2018-08-31T16:27:10Z,18,18,Java,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/Lets-Learn-Git,2021-05-30T21:03:21Z,4,4,Java,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/Manage_iT,2017-05-12T14:38:20Z,73,73,Java,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/Meme-Share,2020-09-20T11:46:28Z,34,34,Kotlin,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/NewsApp,2020-10-24T17:39:54Z,41,41,Kotlin,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/NSIT-Connect,2017-02-25T21:03:33Z,15,15,Java,True,True,MIT License
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/PulsatingButtonAndroidLibrary,2020-02-05T07:33:41Z,9,9,,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/PythonTuts,2020-01-14T19:21:23Z,10,10,Python,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/python_in_one_video,2021-10-16T06:28:49Z,13,13,Python,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/RedditData,2017-05-31T18:25:26Z,10,10,HTML,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/resume,2022-09-20T11:01:20Z,4,4,HTML,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/Rubiks_cube_Solver,2017-05-12T14:11:16Z,30,30,Java,True,True,
Anuj-Kumar-Sharma,Anuj-Kumar-Sharma/Shuffler,2017-06-16T20:59:37Z,334,334,Java,True,True,
Ignitetechnologies,Ignitetechnologies/Android-Penetration-Testing,2021-02-04T11:05:09Z,327,327,,True,True,
Ignitetechnologies,Ignitetechnologies/bugbounty,2021-02-13T18:51:31Z,428,428,,True,True,
Ignitetechnologies,Ignitetechnologies/BurpSuite-For-Pentester,2020-11-07T18:37:53Z,2227,2227,,True,True,
Ignitetechnologies,Ignitetechnologies/cheatsheets,2024-08-22T18:05:30Z,14,14,,True,False,
Ignitetechnologies,Ignitetechnologies/Command-Control,2019-10-06T14:52:22Z,73,73,,True,True,
Ignitetechnologies,Ignitetechnologies/Credential-Dumping,2020-04-25T15:09:43Z,460,460,,True,True,
Ignitetechnologies,Ignitetechnologies/CTF-Difficulty,2019-08-23T13:59:58Z,750,750,,True,True,
Ignitetechnologies,Ignitetechnologies/HackTheBox-CTF-Writeups,2019-09-02T09:26:10Z,1532,1532,,True,True,
